HEADER
VTF File Version,1.1
VTF File Type,0
PID,2366
Generated on,2021-11-19 09:35:22
Resolution,ms
Min Resolution,us
Trace Version,1.1
TraceID,2368
XRT  Version,2.14.0
Tool Version,2022.2

STRUCTURE
Group_Start,HAL Host Trace
Dynamic_Row,1,HAL API Calls,API_CALL
Group_Start,Data Transfer
Dynamic_Row,2,Read,READ_BUFFER
Dynamic_Row,3,Write,WRITE_BUFFER
Group_End,Data Transfer
Group_End,HAL Host Trace

MAPPING
160,0,360.944550,1,API_CALL,44
161,160,360.948110,1,API_CALL,44
162,0,360.951120,1,API_CALL,44
163,162,360.954670,1,API_CALL,44
164,0,361.027681,1,API_CALL,44
165,164,361.032681,1,API_CALL,44
166,0,361.036251,1,API_CALL,44
167,166,361.039841,1,API_CALL,44
168,0,361.043051,1,API_CALL,44
169,168,361.046801,1,API_CALL,44
170,0,361.050601,1,API_CALL,44
171,170,361.054111,1,API_CALL,44
172,0,361.125142,1,API_CALL,44
173,172,361.129912,1,API_CALL,44
174,0,361.133372,1,API_CALL,44
175,174,361.137962,1,API_CALL,44
176,0,361.141062,1,API_CALL,44
177,176,361.144582,1,API_CALL,44
178,0,361.147532,1,API_CALL,44
179,178,361.150952,1,API_CALL,44
180,0,361.345284,1,API_CALL,43
181,180,361.353054,1,API_CALL,43
182,0,361.357454,1,API_CALL,44
183,182,361.361974,1,API_CALL,44
184,0,361.365655,1,API_CALL,44
185,184,361.369615,1,API_CALL,44
186,0,361.373005,1,API_CALL,44
187,186,361.377045,1,API_CALL,44
188,0,361.380405,1,API_CALL,43
189,188,361.384525,1,API_CALL,43
190,0,361.388335,1,API_CALL,43
191,190,361.393575,1,API_CALL,43
192,0,361.396905,1,API_CALL,44
193,192,361.400755,1,API_CALL,44
194,0,361.404015,1,API_CALL,44
195,194,361.407865,1,API_CALL,44
196,0,361.411375,1,API_CALL,44
197,196,361.415325,1,API_CALL,44
198,0,361.418405,1,API_CALL,43
199,198,361.422445,1,API_CALL,43
200,0,361.425945,1,API_CALL,43
201,200,361.430345,1,API_CALL,43
202,0,361.433515,1,API_CALL,44
203,202,361.438195,1,API_CALL,44
204,0,361.441465,1,API_CALL,44
205,204,361.445285,1,API_CALL,44
206,0,361.448535,1,API_CALL,44
207,206,361.452415,1,API_CALL,44
208,0,361.455645,1,API_CALL,43
209,208,361.459985,1,API_CALL,43
210,0,361.463195,1,API_CALL,43
211,210,361.467656,1,API_CALL,43
212,0,361.470926,1,API_CALL,44
213,212,361.474986,1,API_CALL,44
214,0,361.478166,1,API_CALL,44
215,214,361.482036,1,API_CALL,44
216,0,361.485436,1,API_CALL,44
217,216,361.490076,1,API_CALL,44
218,0,361.493366,1,API_CALL,43
219,218,361.497746,1,API_CALL,43
220,0,361.501106,1,API_CALL,43
221,220,361.505276,1,API_CALL,43
222,0,361.508556,1,API_CALL,44
223,222,361.512586,1,API_CALL,44
224,0,361.515826,1,API_CALL,44
225,224,361.519606,1,API_CALL,44
226,0,361.522846,1,API_CALL,44
227,226,361.527206,1,API_CALL,44
228,0,361.530466,1,API_CALL,43
229,228,361.534576,1,API_CALL,43
230,0,361.537826,1,API_CALL,43
231,230,361.542206,1,API_CALL,43
232,0,361.545566,1,API_CALL,44
233,232,361.549286,1,API_CALL,44
234,0,361.552476,1,API_CALL,44
235,234,361.556176,1,API_CALL,44
236,0,361.559376,1,API_CALL,44
237,236,361.563366,1,API_CALL,44
238,0,361.566487,1,API_CALL,43
239,238,361.570647,1,API_CALL,43
240,0,361.574017,1,API_CALL,43
241,240,361.578297,1,API_CALL,43
242,0,361.581547,1,API_CALL,44
243,242,361.585347,1,API_CALL,44
244,0,361.588657,1,API_CALL,44
245,244,361.593267,1,API_CALL,44
246,0,361.596457,1,API_CALL,44
247,246,361.600197,1,API_CALL,44
248,0,361.603497,1,API_CALL,43
249,248,361.607647,1,API_CALL,43
250,0,361.610917,1,API_CALL,43
251,250,361.615597,1,API_CALL,43
252,0,361.618777,1,API_CALL,44
253,252,361.622677,1,API_CALL,44
254,0,361.625947,1,API_CALL,44
255,254,361.630237,1,API_CALL,44
256,0,361.633487,1,API_CALL,44
257,256,361.637307,1,API_CALL,44
258,0,361.640557,1,API_CALL,43
259,258,361.645087,1,API_CALL,43
260,0,361.648357,1,API_CALL,43
261,260,361.652717,1,API_CALL,43
262,0,361.655867,1,API_CALL,44
263,262,361.659777,1,API_CALL,44
264,0,361.663147,1,API_CALL,44
265,264,361.667278,1,API_CALL,44
266,0,361.670488,1,API_CALL,44
267,266,361.674338,1,API_CALL,44
268,0,361.677628,1,API_CALL,43
269,268,361.681778,1,API_CALL,43
270,0,361.684948,1,API_CALL,43
271,270,361.689078,1,API_CALL,43
272,0,361.692378,1,API_CALL,44
273,272,361.697108,1,API_CALL,44
274,0,361.700428,1,API_CALL,44
275,274,361.704368,1,API_CALL,44
276,0,361.707698,1,API_CALL,44
277,276,361.713828,1,API_CALL,44
278,0,361.717118,1,API_CALL,43
279,278,361.721228,1,API_CALL,43
280,0,361.725638,1,API_CALL,43
281,280,361.729698,1,API_CALL,43
282,0,361.733008,1,API_CALL,44
283,282,361.737058,1,API_CALL,44
284,0,361.740458,1,API_CALL,44
285,284,361.744358,1,API_CALL,44
286,77,361.773089,1,API_CALL,36
288,0,458.080302,1,API_CALL,39
289,288,458.218933,1,API_CALL,39
305,0,462.618097,1,API_CALL,37
306,305,462.686978,1,API_CALL,37
307,0,462.694248,1,API_CALL,38
308,307,462.731538,1,API_CALL,38
320,0,865.602998,1,API_CALL,44
321,320,865.757159,1,API_CALL,44
322,0,865.765859,1,API_CALL,44
323,322,865.771209,1,API_CALL,44
324,0,865.774939,1,API_CALL,44
325,324,865.780389,1,API_CALL,44
326,0,865.783859,1,API_CALL,44
327,326,865.793510,1,API_CALL,44
328,0,865.868420,1,API_CALL,44
329,328,865.875200,1,API_CALL,44
330,0,865.879010,1,API_CALL,44
331,330,865.883270,1,API_CALL,44
332,0,865.886501,1,API_CALL,44
333,332,865.891221,1,API_CALL,44
334,0,865.894571,1,API_CALL,44
335,334,865.898631,1,API_CALL,44
336,0,1369.138174,1,API_CALL,44
337,336,1369.175484,1,API_CALL,44
338,0,1369.184664,1,API_CALL,44
339,338,1369.189524,1,API_CALL,44
340,0,1369.193264,1,API_CALL,44
341,340,1369.197774,1,API_CALL,44
342,0,1369.201174,1,API_CALL,44
343,342,1369.205394,1,API_CALL,44
344,0,1369.278805,1,API_CALL,44
345,344,1369.284495,1,API_CALL,44
346,0,1369.288335,1,API_CALL,44
347,346,1369.292565,1,API_CALL,44
348,0,1369.295865,1,API_CALL,44
349,348,1369.300225,1,API_CALL,44
350,0,1369.303485,1,API_CALL,44
351,350,1369.307596,1,API_CALL,44
352,0,1872.488238,1,API_CALL,44
353,352,1872.554089,1,API_CALL,44
354,0,1872.563479,1,API_CALL,44
355,354,1872.568509,1,API_CALL,44
356,0,1872.572089,1,API_CALL,44
357,356,1872.576719,1,API_CALL,44
358,0,1872.580189,1,API_CALL,44
359,358,1872.584639,1,API_CALL,44
360,0,1872.662970,1,API_CALL,44
361,360,1872.670580,1,API_CALL,44
362,0,1872.675090,1,API_CALL,44
363,362,1872.679740,1,API_CALL,44
364,0,1872.683050,1,API_CALL,44
365,364,1872.687810,1,API_CALL,44
366,0,1872.691180,1,API_CALL,44
367,366,1872.695320,1,API_CALL,44
368,0,2375.946793,1,API_CALL,44
369,368,2375.979774,1,API_CALL,44
370,0,2375.989904,1,API_CALL,44
371,370,2375.994494,1,API_CALL,44
372,0,2375.998364,1,API_CALL,44
373,372,2376.002924,1,API_CALL,44
374,0,2376.006384,1,API_CALL,44
375,374,2376.010424,1,API_CALL,44
376,0,2376.084095,1,API_CALL,44
377,376,2376.089925,1,API_CALL,44
378,0,2376.093805,1,API_CALL,44
379,378,2376.098185,1,API_CALL,44
380,0,2376.101475,1,API_CALL,44
381,380,2376.105715,1,API_CALL,44
382,0,2376.109015,1,API_CALL,44
383,382,2376.113165,1,API_CALL,44
384,0,2879.722222,1,API_CALL,44
385,384,2879.760072,1,API_CALL,44
386,0,2879.769102,1,API_CALL,44
387,386,2879.773843,1,API_CALL,44
388,0,2879.777313,1,API_CALL,44
389,388,2879.781623,1,API_CALL,44
390,0,2879.784963,1,API_CALL,44
391,390,2879.788993,1,API_CALL,44
392,0,2879.862583,1,API_CALL,44
393,392,2879.868043,1,API_CALL,44
394,0,2879.871904,1,API_CALL,44
395,394,2879.876114,1,API_CALL,44
396,0,2879.879414,1,API_CALL,44
397,396,2879.884144,1,API_CALL,44
398,0,2879.887484,1,API_CALL,44
399,398,2879.891614,1,API_CALL,44
400,0,3383.166057,1,API_CALL,44
401,400,3383.201128,1,API_CALL,44
402,0,3383.211298,1,API_CALL,44
403,402,3383.215818,1,API_CALL,44
404,0,3383.219508,1,API_CALL,44
405,404,3383.223888,1,API_CALL,44
406,0,3383.227308,1,API_CALL,44
407,406,3383.246158,1,API_CALL,44
408,0,3383.319489,1,API_CALL,44
409,408,3383.325369,1,API_CALL,44
410,0,3383.329299,1,API_CALL,44
411,410,3383.333579,1,API_CALL,44
412,0,3383.336849,1,API_CALL,44
413,412,3383.341049,1,API_CALL,44
414,0,3383.344339,1,API_CALL,44
415,414,3383.348419,1,API_CALL,44
416,0,3886.545582,1,API_CALL,44
417,416,3886.578282,1,API_CALL,44
418,0,3886.588162,1,API_CALL,44
419,418,3886.592862,1,API_CALL,44
420,0,3886.596562,1,API_CALL,44
421,420,3886.600922,1,API_CALL,44
422,0,3886.604382,1,API_CALL,44
423,422,3886.608402,1,API_CALL,44
424,0,3886.687483,1,API_CALL,44
425,424,3886.694663,1,API_CALL,44
426,0,3886.699453,1,API_CALL,44
427,426,3886.703773,1,API_CALL,44
428,0,3886.707203,1,API_CALL,44
429,428,3886.711583,1,API_CALL,44
430,0,3886.714984,1,API_CALL,44
431,430,3886.719084,1,API_CALL,44
432,0,4389.951497,1,API_CALL,44
433,432,4389.985067,1,API_CALL,44
434,0,4389.995397,1,API_CALL,44
435,434,4389.999897,1,API_CALL,44
436,0,4390.003547,1,API_CALL,44
437,436,4390.022307,1,API_CALL,44
438,0,4390.026687,1,API_CALL,44
439,438,4390.059008,1,API_CALL,44
440,0,4390.133878,1,API_CALL,44
441,440,4390.139809,1,API_CALL,44
442,0,4390.143919,1,API_CALL,44
443,442,4390.148329,1,API_CALL,44
444,0,4390.151579,1,API_CALL,44
445,444,4390.155769,1,API_CALL,44
446,0,4390.159059,1,API_CALL,44
447,446,4390.163249,1,API_CALL,44
448,0,4893.969658,1,API_CALL,44
449,448,4894.006608,1,API_CALL,44
450,0,4894.024678,1,API_CALL,44
451,450,4894.029868,1,API_CALL,44
452,0,4894.033658,1,API_CALL,44
453,452,4894.038038,1,API_CALL,44
454,0,4894.041498,1,API_CALL,44
455,454,4894.070499,1,API_CALL,44
456,0,4894.144729,1,API_CALL,44
457,456,4894.150529,1,API_CALL,44
458,0,4894.154509,1,API_CALL,44
459,458,4894.158780,1,API_CALL,44
460,0,4894.162150,1,API_CALL,44
461,460,4894.166810,1,API_CALL,44
462,0,4894.170140,1,API_CALL,44
463,462,4894.174240,1,API_CALL,44
464,0,5397.405813,1,API_CALL,44
465,464,5397.440123,1,API_CALL,44
466,0,5397.450623,1,API_CALL,44
467,466,5397.455403,1,API_CALL,44
468,0,5397.459163,1,API_CALL,44
469,468,5397.463533,1,API_CALL,44
470,0,5397.466873,1,API_CALL,44
471,470,5397.470793,1,API_CALL,44
472,0,5397.544014,1,API_CALL,44
473,472,5397.549734,1,API_CALL,44
474,0,5397.553574,1,API_CALL,44
475,474,5397.557834,1,API_CALL,44
476,0,5397.561164,1,API_CALL,44
477,476,5397.565344,1,API_CALL,44
478,0,5397.568624,1,API_CALL,44
479,478,5397.572804,1,API_CALL,44
480,0,5900.735017,1,API_CALL,44
481,480,5900.768447,1,API_CALL,44
482,0,5900.778467,1,API_CALL,44
483,482,5900.783427,1,API_CALL,44
484,0,5900.787157,1,API_CALL,44
485,484,5900.791717,1,API_CALL,44
486,0,5900.795127,1,API_CALL,44
487,486,5900.831098,1,API_CALL,44
488,0,5900.912119,1,API_CALL,44
489,488,5900.920149,1,API_CALL,44
490,0,5900.924419,1,API_CALL,44
491,490,5900.928969,1,API_CALL,44
492,0,5900.932409,1,API_CALL,44
493,492,5900.936829,1,API_CALL,44
494,0,5900.940219,1,API_CALL,44
495,494,5900.944449,1,API_CALL,44
496,0,6404.159522,1,API_CALL,44
497,496,6404.194132,1,API_CALL,44
498,0,6404.204562,1,API_CALL,44
499,498,6404.209212,1,API_CALL,44
500,0,6404.212942,1,API_CALL,44
501,500,6404.217322,1,API_CALL,44
502,0,6404.220852,1,API_CALL,44
503,502,6404.224973,1,API_CALL,44
504,0,6404.298713,1,API_CALL,44
505,504,6404.304733,1,API_CALL,44
506,0,6404.308943,1,API_CALL,44
507,506,6404.313213,1,API_CALL,44
508,0,6404.316593,1,API_CALL,44
509,508,6404.320793,1,API_CALL,44
510,0,6404.324234,1,API_CALL,44
511,510,6404.328404,1,API_CALL,44
512,0,6908.366985,1,API_CALL,44
513,512,6908.401555,1,API_CALL,44
514,0,6908.411255,1,API_CALL,44
515,514,6908.415965,1,API_CALL,44
516,0,6908.419815,1,API_CALL,44
517,516,6908.424255,1,API_CALL,44
518,0,6908.427655,1,API_CALL,44
519,518,6908.462686,1,API_CALL,44
520,0,6908.544867,1,API_CALL,44
521,520,6908.553777,1,API_CALL,44
522,0,6908.558577,1,API_CALL,44
523,522,6908.563097,1,API_CALL,44
524,0,6908.566627,1,API_CALL,44
525,524,6908.571627,1,API_CALL,44
526,0,6908.574957,1,API_CALL,44
527,526,6908.579067,1,API_CALL,44
528,0,7411.743389,1,API_CALL,44
529,528,7411.778380,1,API_CALL,44
530,0,7411.788730,1,API_CALL,44
531,530,7411.793600,1,API_CALL,44
532,0,7411.797440,1,API_CALL,44
533,532,7411.801830,1,API_CALL,44
534,0,7411.805200,1,API_CALL,44
535,534,7411.809140,1,API_CALL,44
536,0,7411.882451,1,API_CALL,44
537,536,7411.888451,1,API_CALL,44
538,0,7411.892471,1,API_CALL,44
539,538,7411.896801,1,API_CALL,44
540,0,7411.900261,1,API_CALL,44
541,540,7411.904751,1,API_CALL,44
542,0,7411.908081,1,API_CALL,44
543,542,7411.912211,1,API_CALL,44
544,0,7915.111094,1,API_CALL,44
545,544,7915.145694,1,API_CALL,44
546,0,7915.155444,1,API_CALL,44
547,546,7915.160074,1,API_CALL,44
548,0,7915.163884,1,API_CALL,44
549,548,7915.168294,1,API_CALL,44
550,0,7915.171794,1,API_CALL,44
551,550,7915.208555,1,API_CALL,44
552,0,7915.289346,1,API_CALL,44
553,552,7915.296896,1,API_CALL,44
554,0,7915.301456,1,API_CALL,44
555,554,7915.306056,1,API_CALL,44
556,0,7915.309716,1,API_CALL,44
557,556,7915.314376,1,API_CALL,44
558,0,7915.317816,1,API_CALL,44
559,558,7915.322026,1,API_CALL,44
560,0,8418.589229,1,API_CALL,44
561,560,8418.625070,1,API_CALL,44
562,0,8418.634810,1,API_CALL,44
563,562,8418.639840,1,API_CALL,44
564,0,8418.643710,1,API_CALL,44
565,564,8418.647990,1,API_CALL,44
566,0,8418.651410,1,API_CALL,44
567,566,8418.655530,1,API_CALL,44
568,0,8418.729001,1,API_CALL,44
569,568,8418.734871,1,API_CALL,44
570,0,8418.739161,1,API_CALL,44
571,570,8418.743461,1,API_CALL,44
572,0,8418.746851,1,API_CALL,44
573,572,8418.751081,1,API_CALL,44
574,0,8418.754551,1,API_CALL,44
575,574,8418.758661,1,API_CALL,44
576,0,8922.064045,1,API_CALL,44
577,576,8922.134876,1,API_CALL,44
578,0,8922.143556,1,API_CALL,44
579,578,8922.148226,1,API_CALL,44
580,0,8922.151826,1,API_CALL,44
581,580,8922.155966,1,API_CALL,44
582,0,8922.159296,1,API_CALL,44
583,582,8922.163076,1,API_CALL,44
584,0,8922.265997,1,API_CALL,44
585,584,8922.273687,1,API_CALL,44
586,0,8922.278097,1,API_CALL,44
587,586,8922.282247,1,API_CALL,44
588,0,8922.285557,1,API_CALL,44
589,588,8922.290217,1,API_CALL,44
590,0,8922.293447,1,API_CALL,44
591,590,8922.297147,1,API_CALL,44
592,0,9425.442409,1,API_CALL,44
593,592,9425.477700,1,API_CALL,44
594,0,9425.487480,1,API_CALL,44
595,594,9425.492460,1,API_CALL,44
596,0,9425.496200,1,API_CALL,44
597,596,9425.500740,1,API_CALL,44
598,0,9425.504110,1,API_CALL,44
599,598,9425.530630,1,API_CALL,44
600,0,9425.605191,1,API_CALL,44
601,600,9425.611071,1,API_CALL,44
602,0,9425.614991,1,API_CALL,44
603,602,9425.619261,1,API_CALL,44
604,0,9425.622601,1,API_CALL,44
605,604,9425.626781,1,API_CALL,44
606,0,9425.630251,1,API_CALL,44
607,606,9425.634401,1,API_CALL,44
608,0,9929.474341,1,API_CALL,44
609,608,9929.508751,1,API_CALL,44
610,0,9929.519301,1,API_CALL,44
611,610,9929.523921,1,API_CALL,44
612,0,9929.527731,1,API_CALL,44
613,612,9929.532361,1,API_CALL,44
614,0,9929.535811,1,API_CALL,44
615,614,9929.540021,1,API_CALL,44
616,0,9929.619792,1,API_CALL,44
617,616,9929.628262,1,API_CALL,44
618,0,9929.632812,1,API_CALL,44
619,618,9929.637152,1,API_CALL,44
620,0,9929.640672,1,API_CALL,44
621,620,9929.645062,1,API_CALL,44
622,0,9929.648672,1,API_CALL,44
623,622,9929.652672,1,API_CALL,44
624,0,10432.770494,1,API_CALL,44
625,624,10432.804415,1,API_CALL,44
626,0,10432.814615,1,API_CALL,44
627,626,10432.819095,1,API_CALL,44
628,0,10432.822875,1,API_CALL,44
629,628,10432.827355,1,API_CALL,44
630,0,10432.831085,1,API_CALL,44
631,630,10432.863945,1,API_CALL,44
632,0,10432.938316,1,API_CALL,44
633,632,10432.944346,1,API_CALL,44
634,0,10432.948406,1,API_CALL,44
635,634,10432.952836,1,API_CALL,44
636,0,10432.956076,1,API_CALL,44
637,636,10432.960386,1,API_CALL,44
638,0,10432.963666,1,API_CALL,44
639,638,10432.967776,1,API_CALL,44
640,0,10936.288210,1,API_CALL,44
641,640,10936.321271,1,API_CALL,44
642,0,10936.331301,1,API_CALL,44
643,642,10936.335791,1,API_CALL,44
644,0,10936.339551,1,API_CALL,44
645,644,10936.343981,1,API_CALL,44
646,0,10936.347391,1,API_CALL,44
647,646,10936.351421,1,API_CALL,44
648,0,10936.430262,1,API_CALL,44
649,648,10936.437182,1,API_CALL,44
650,0,10936.441562,1,API_CALL,44
651,650,10936.445842,1,API_CALL,44
652,0,10936.449282,1,API_CALL,44
653,652,10936.455002,1,API_CALL,44
654,0,10936.458322,1,API_CALL,44
655,654,10936.462352,1,API_CALL,44
656,0,11439.577724,1,API_CALL,44
657,656,11439.611884,1,API_CALL,44
658,0,11439.621994,1,API_CALL,44
659,658,11439.626764,1,API_CALL,44
660,0,11439.630554,1,API_CALL,44
661,660,11439.634954,1,API_CALL,44
662,0,11439.638345,1,API_CALL,44
663,662,11439.669735,1,API_CALL,44
664,0,11439.744016,1,API_CALL,44
665,664,11439.749786,1,API_CALL,44
666,0,11439.753726,1,API_CALL,44
667,666,11439.758026,1,API_CALL,44
668,0,11439.761276,1,API_CALL,44
669,668,11439.765726,1,API_CALL,44
670,0,11439.769016,1,API_CALL,44
671,670,11439.773146,1,API_CALL,44
672,0,11943.305232,1,API_CALL,44
673,672,11943.339382,1,API_CALL,44
674,0,11943.349602,1,API_CALL,44
675,674,11943.354442,1,API_CALL,44
676,0,11943.358112,1,API_CALL,44
677,676,11943.362763,1,API_CALL,44
678,0,11943.366173,1,API_CALL,44
679,678,11943.370213,1,API_CALL,44
680,0,11943.448233,1,API_CALL,44
681,680,11943.455553,1,API_CALL,44
682,0,11943.459704,1,API_CALL,44
683,682,11943.463924,1,API_CALL,44
684,0,11943.467364,1,API_CALL,44
685,684,11943.472094,1,API_CALL,44
686,0,11943.475474,1,API_CALL,44
687,686,11943.479564,1,API_CALL,44
688,0,12446.653716,1,API_CALL,44
689,688,12446.686787,1,API_CALL,44
690,0,12446.697047,1,API_CALL,44
691,690,12446.701787,1,API_CALL,44
692,0,12446.705877,1,API_CALL,44
693,692,12446.710277,1,API_CALL,44
694,0,12446.714037,1,API_CALL,44
695,694,12446.747567,1,API_CALL,44
696,0,12446.822658,1,API_CALL,44
697,696,12446.828628,1,API_CALL,44
698,0,12446.832788,1,API_CALL,44
699,698,12446.837158,1,API_CALL,44
700,0,12446.840588,1,API_CALL,44
701,700,12446.845418,1,API_CALL,44
702,0,12446.848738,1,API_CALL,44
703,702,12446.853148,1,API_CALL,44
707,0,12735.976520,1,API_CALL,55
708,707,12736.063781,1,API_CALL,55
715,0,12736.118321,1,API_CALL,55
716,715,12736.150782,1,API_CALL,55
723,0,12736.187512,1,API_CALL,55
724,723,12736.207162,1,API_CALL,55
731,0,12736.242133,1,API_CALL,55
732,731,12736.260153,1,API_CALL,55
739,0,12736.294263,1,API_CALL,55
740,739,12736.315153,1,API_CALL,55
747,0,12736.347734,1,API_CALL,55
748,747,12736.365164,1,API_CALL,55
755,0,12736.398664,1,API_CALL,55
756,755,12736.416964,1,API_CALL,55
763,0,12736.450395,1,API_CALL,55
764,763,12736.468455,1,API_CALL,55
771,0,12736.502735,1,API_CALL,55
772,771,12736.522405,1,API_CALL,55
779,0,12736.556136,1,API_CALL,55
780,779,12736.574336,1,API_CALL,55
901,0,12737.607006,1,API_CALL,50
906,901,12737.624566,1,API_CALL,50
